route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
001,109.0.1,1040915,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,398695,56209,0,0
002,109.0.1,1041293,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398741,56220,0,0
002,109.0.1,1041303,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398740,56219,0,0
002,109.0.1,1041292,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398738,56220,0,0
002,109.0.1,1041304,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398739,56219,0,0
002,109.0.1,1041291,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398737,56220,0,0
002,109.0.1,1041305,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398736,56219,0,0
002,109.0.1,1041290,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398743,56220,0,0
002,109.0.1,1041289,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398735,56219,0,0
002,109.0.1,1041288,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398744,56220,0,0
002,109.0.1,1041287,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398745,56219,0,0
002,109.0.1,1041286,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398746,56220,0,0
002,109.0.1,1041285,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398747,56219,0,0
002,109.0.1,1041284,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398742,56220,0,0
002,109.0.1,1041283,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398740,56219,0,0
002,109.0.1,1041282,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398741,56220,0,0
002,109.0.1,1041281,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398739,56219,0,0
002,109.0.1,1041280,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398738,56220,0,0
002,109.0.1,1041279,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398736,56219,0,0
002,109.0.1,1041278,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398737,56220,0,0
002,109.0.1,1041277,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398735,56219,0,0
002,109.0.1,1041276,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398748,56220,0,0
002,109.0.1,1041275,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398743,56219,0,0
002,109.0.1,1041274,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398745,56220,0,0
002,109.0.1,1041273,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398744,56219,0,0
002,109.0.1,1041272,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398747,56220,0,0
002,109.0.1,1041271,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398746,56219,0,0
002,109.0.1,1041270,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398740,56220,0,0
002,109.0.1,1041269,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398742,56219,0,0
002,109.0.1,1041268,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398739,56220,0,0
002,109.0.1,1041267,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398741,56219,0,0
002,109.0.1,1041266,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398736,56220,0,0
002,109.0.1,1041265,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398738,56219,0,0
002,109.0.1,1041264,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398735,56220,0,0
002,109.0.1,1041263,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398737,56219,0,0
002,109.0.1,1041262,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398743,56220,0,0
002,109.0.1,1041261,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398748,56219,0,0
002,109.0.1,1041260,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398744,56220,0,0
002,109.0.1,1041259,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398745,56219,0,0
002,109.0.1,1041258,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398746,56220,0,0
